Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
Tnfaip1	1.63511480206502	7.19086393322673	8.93470085834935	5.69148676981055e-13	4.0104492374793e-10	19.2534424388626
Serpina1b	3.10523202075773	4.26992727313807	8.89891939705025	6.58896780506023e-13	4.46427910976696e-10	19.0875951807822
Tspan15	2.4398945284172	4.24863343049407	8.68703178900839	1.57021200556409e-12	1.02447609963026e-09	18.250451103993
Esam	2.37378275829141	7.03073073360683	8.63770014425585	1.92261217335983e-12	1.20959771592524e-09	18.0719984976354
Cracr2b	2.34173836362303	4.44112668253752	8.62824434868833	1.99871832707138e-12	1.21411800171343e-09	18.0205522332237
Emcn	2.80479166926352	7.10576530323932	8.60724189413199	2.17873820605138e-12	1.27935507459337e-09	17.9494056588507
Tsc22d1	1.93324046474129	7.71416884111285	8.56308535725466	2.6120007522573e-12	1.48429049199241e-09	17.77522727614
Lamc3	4.28627197240316	1.66523973169957	8.55464594642253	2.70415456382592e-12	1.48863708738617e-09	17.6393137415005
Fam167b	2.71503580607529	4.50488524720171	8.5095485398601	3.25474221575489e-12	1.73744057190116e-09	17.5531129880914
Myct1	2.20136346712862	4.73057961336593	8.42961018765565	4.52122358461347e-12	2.34252572548679e-09	17.2379677954622
Tal1	2.17777952800829	3.43661172638054	8.41192924808253	4.86227204222944e-12	2.41283136564248e-09	17.1350219662775
Insr	2.50872713872791	6.75350684839014	8.40852417292234	4.9308542894601e-12	2.41283136564248e-09	17.1595540422029
Efna1	2.62738669915713	5.43460158592606	8.38693320212586	5.38885210018745e-12	2.56567617829465e-09	17.0722724585609
Adh6b	4.07831773535129	0.104140105053056	8.31940619297259	7.11500200056897e-12	3.29836513794797e-09	16.6735596904352
Dcbld1	2.81656693945597	3.96873620549336	8.26044420333263	9.06958750436433e-12	4.09666290966364e-09	16.5544508566229
Bambi	2.23169226298676	4.5683027216522	8.22115024622831	1.06624226748758e-11	4.69573094601531e-09	16.4053096441866
Acer2	2.97708145724602	3.72757631954571	8.14031441807897	1.48748283429239e-11	6.39109697777922e-09	16.0803762634668
Nostrin	2.02062401555968	4.33728898276584	8.13058357112589	1.54832187659616e-11	6.3925993546247e-09	16.042856199508
Rgs9	3.71258208555068	0.959821742762427	8.12869583182377	1.56040969714386e-11	6.3925993546247e-09	15.9512771877688
Ppp1r16b	1.862932795787	3.88380308277697	8.09146960481974	1.81905192444519e-11	7.28282243205146e-09	15.8799324935394
Tspan12	2.2285926612733	4.95641419521534	7.95314292466713	3.21660313691727e-11	1.25919290799855e-08	15.3410544862763
Ptn	3.57998127971855	5.56789860654717	7.86506231368249	4.624337889771e-11	1.77092035361317e-08	14.9889896236244
Fam19a3	3.00743839337307	0.844319546096892	7.82821716032006	5.38265757039773e-11	2.01746586723673e-08	14.7196826471366
Alox12	2.81012094143356	1.28582674047133	7.81433907567336	5.6994884257664e-11	2.09171225225627e-08	14.7032518652409
Hecw2	2.65615733328716	4.07732165716821	7.80594419555848	5.90012100982157e-11	2.12115370834728e-08	14.7499555510311
4930502E18Rik	2.37557584524205	2.63847410548962	7.73741647425587	7.8253412198865e-11	2.75702421859041e-08	14.4552464783691
Ces2e	3.05140209014506	2.01271144299636	7.72815463004214	8.12975843906317e-11	2.80811420906935e-08	14.4081486235456
Clec14a	1.96115184716656	6.10978215710112	7.71440892695652	8.6035023113944e-11	2.86351875253047e-08	14.3878211111317
Galnt18	2.15608868483729	4.6946661185423	7.71407736048801	8.61526418506555e-11	2.86351875253047e-08	14.3870593972411
Mapk12	2.11886416547196	4.222242106715	7.70942732012387	8.7819211050775e-11	2.86485781827862e-08	14.366064577463
Flt4	2.79088565999131	5.62319466760943	7.63572172894079	1.18977293667695e-10	3.81073455500022e-08	14.0741145149879
Kcne3	3.26881577027269	5.09108957611875	7.50278699261255	2.05685739459244e-10	6.47028568984651e-08	13.5445816120946
Adgrg3	2.78737623227105	2.95233591495429	7.48160559873108	2.24423524961302e-10	6.93586809775139e-08	13.4571186666556
Mapk11	1.75593918827035	4.10404129627854	7.46022834737632	2.45062725893576e-10	7.44314651610558e-08	13.3749627414472
Esm1	3.7090875735728	5.97462155460556	7.42322455592025	2.8536625344543e-10	8.52035918761813e-08	13.227199548964
Celf4	2.16198968467563	2.19892425888224	7.36280736347832	3.65869424722969e-10	1.07419263098664e-07	12.9616752933522
Gipc3	3.02693790290278	0.370393849594726	7.3346074691022	4.10847341242093e-10	1.18647323988864e-07	12.7634813836084
Slc45a4	1.67170464317014	6.00444390260041	7.29880777884979	4.75977058335503e-10	1.35238900961907e-07	12.7297751460753
Plvap	2.52113818079669	8.11190559192177	7.22174871135507	6.53226021361945e-10	1.81907922670576e-07	12.4262614336308
Tmem204	2.48611770806016	6.13339593642627	7.2189107722948	6.60882552844963e-10	1.81907922670576e-07	12.4128088691569
Gimap4	2.35197183916215	6.49269759382365	7.21100396283324	6.82689751837821e-10	1.85019425667309e-07	12.3800426725784
Kcnj8	2.73048920767699	5.03571450181931	7.1945812389477	7.30303747568145e-10	1.94924709350916e-07	12.3182068447304
Robo4	2.75972866888455	6.00459799942969	7.16334362354185	8.3019700891804e-10	2.17453003002856e-07	12.1912655104141
Sema3g	2.44763489862186	5.11524605260197	7.16065798079238	8.39396242290772e-10	2.17453003002856e-07	12.1830516865663
Arhgef15	2.08721703839615	4.96338694051169	7.09017136440522	1.12076620685667e-09	2.8613648550706e-07	11.9055041180384
Sez6l2	2.83025020956382	3.31878525066133	7.08626663895238	1.13884979807304e-09	2.86599686326496e-07	11.8958451356174
Tmem88	2.32475300153531	4.15634103447403	7.06038272413815	1.26630028343901e-09	3.14185152014952e-07	11.7927700369322
Mb21d2	1.32520729475511	4.28144201382853	7.04753344794498	1.33475148165536e-09	3.26569195845012e-07	11.7431726645621
Mmrn2	2.21396243586773	6.84169458644814	7.02524249441216	1.46235889581602e-09	3.48366096930966e-07	11.6420603046721
Kdr	2.69513615017979	7.56678091103971	7.02507026407775	1.46339073415596e-09	3.48366096930966e-07	11.6443371491333
Gja4	2.15997401326125	4.9057175025697	6.99432982200508	1.6596716460872e-09	3.89823676232962e-07	11.5276525573451
Gpihbp1	2.94794023998507	6.37470055146435	6.89959614958903	2.4451248505141e-09	5.66754202192847e-07	11.1452955533058
B4galt4	1.86290920222098	4.08526322916267	6.89257153005327	2.51633273081048e-09	5.75684641376071e-07	11.1317592029541
Rasip1	2.00562346526292	5.16416813223987	6.8585334470469	2.8917100316525e-09	6.50557172875371e-07	10.9868147255375
Gata2	2.20216511326248	2.81265866086569	6.85636229485803	2.91746234429804e-09	6.50557172875371e-07	10.9886306059057
Pik3c2b	1.74049817325111	3.94160444858191	6.84069943189895	3.11012946785067e-09	6.79880453653014e-07	10.9299466289599
Gimap9	2.31908997795451	2.99855442316813	6.83944058779903	3.12615331209662e-09	6.79880453653014e-07	10.9255334276339
Tbxa2r	2.30269890760758	2.83077006478142	6.79057141209858	3.81599344291051e-09	8.1978707915014e-07	10.7318673021936
Mpzl1	1.42817194275001	6.35044048433597	6.76570194826129	4.22322250641596e-09	8.96340815337632e-07	10.6142688083
Tro	2.57178488172744	2.17596734280171	6.75034634317452	4.49596238702994e-09	9.37938272953406e-07	10.572834279679
Cyyr1	2.78713760908766	5.22590332469404	6.74872837439013	4.52570124892368e-09	9.37938272953406e-07	10.5518686841887
Arap3	1.81867521909836	6.3468825843012	6.74329502796373	4.62700735460775e-09	9.45918653645921e-07	10.525025624546
Nova2	2.02087784352148	2.90154362201938	6.74094074746921	4.67160098019954e-09	9.45918653645921e-07	10.5390768432515
Kank3	2.20634692409677	5.22470217269223	6.73767904519987	4.73408978860907e-09	9.47678701319744e-07	10.5083721713274
Lipt2	1.90692957604858	2.6568668810648	6.72307474500402	5.0242362642186e-09	9.94460067758144e-07	10.4633455761924
Rgs5	2.35357536800557	9.22490048360601	6.66448808139513	6.37704383185732e-09	1.24820004602221e-06	10.2258030127025
Cpm	2.96200833404237	1.09933449108397	6.64062593454923	7.02675105146804e-09	1.36025545629298e-06	10.1353748232472
Galnt15	2.20414281692711	5.02070618639837	6.61512183104148	7.794036879388e-09	1.49238862681847e-06	10.0281183319108
Taok2	1.34015082827165	6.54530903330424	6.60394632397793	8.15596574440065e-09	1.54489776939099e-06	9.97570508194396
Sh3tc2	1.97856103060875	2.25344558351008	6.58028892165181	8.97816463167838e-09	1.68254625693241e-06	9.91203682340294
Klhl6	1.59577716441785	5.3740787961061	6.56296034823836	9.63219009269265e-09	1.7861122176092e-06	9.82294723634911
Dll1	2.22758614683265	3.10179359765098	6.54135108671465	1.05144624226847e-08	1.92940385456264e-06	9.76294839178173
Notch4	2.44016002716447	6.49340683901209	6.53251317294693	1.08980236905381e-08	1.97917098280948e-06	9.69776589679288
Tacr1	2.67432851653234	3.98355497581494	6.52793099392085	1.11023274172942e-08	1.99569999778627e-06	9.70490453061655
Cds2	1.25092495203953	6.71996355655897	6.51164740148857	1.18596265094457e-08	2.08326512354679e-06	9.61297800599212
Rapgef4	2.51758170782893	4.12988997940616	6.51021609547114	1.19285957693454e-08	2.08326512354679e-06	9.63065952413132
C130074G19Rik	1.79632625380123	5.71796758941629	6.50989252405283	1.19442425907258e-08	2.08326512354679e-06	9.61094671924397
Flt1	2.7315341637013	7.30427998012284	6.48918987738992	1.29889053986775e-08	2.24326036767747e-06	9.53123215479267
Kcnq1	2.63268620745112	3.74000024637579	6.48580093511785	1.3168351198539e-08	2.25217159915983e-06	9.5339368447062
Osbp2	2.99343360686713	3.01843106137515	6.46031028000155	1.45993694654851e-08	2.47290858176909e-06	9.44828624716707
Egfl7	2.46645382253634	6.90071263216613	6.45645566294799	1.48288073878065e-08	2.48785019946286e-06	9.40045516849315
Col13a1	3.76477518358034	3.69015528671096	6.44972897131735	1.52378073427479e-08	2.53235107688536e-06	9.39760338841206
Enpp6	3.23374545022549	2.43801364205964	6.42921904958199	1.65552812932747e-08	2.72558724544231e-06	9.32661530256854
Neurl1b	1.66416947287935	3.99530566625424	6.41788019746214	1.73315593484932e-08	2.82696990262089e-06	9.28147852206917
Dll4	2.38935304840447	6.03214910270906	6.4070405538279	1.81074099751872e-08	2.92642324883392e-06	9.20590255703729
Syt15	1.8525105382273	4.06706301511382	6.37485580580048	2.06200534327211e-08	3.28821616870831e-06	9.11032378166719
Mfng	1.56502646291836	4.97433317886122	6.37366538767229	2.07193457496947e-08	3.28821616870831e-06	9.08923812038501
Stc1	2.62760682160279	4.73649255380003	6.36123285474118	2.17851199475091e-08	3.42648815174394e-06	9.03201091416707
Slc9a3r2	1.78552577225728	5.68395544957026	6.3366001880275	2.40600096294822e-08	3.75080645692884e-06	8.9337721450035
Sox17	1.70732612392675	3.50476068699189	6.31218473251162	2.65471683174602e-08	4.10223611474017e-06	8.87550742958842
Gimap5	2.07199027297101	2.18710759378223	6.30391529989646	2.74460949327267e-08	4.2042644203036e-06	8.84747866955259
Eng	2.04899624427205	8.04441604991893	6.28930050939072	2.91092341883708e-08	4.42058852984776e-06	8.75116264811666
Rapgef3	2.15842723216316	4.3611040453682	6.28701060336102	2.93787279852685e-08	4.42338181357684e-06	8.76192721676678
Gimap8	1.9685991742925	4.29504752491888	6.27237472457649	3.11606038852676e-08	4.65190845799046e-06	8.70230884741542
Ushbp1	2.19068317112468	4.75142414821067	6.27001419643419	3.14578611383457e-08	4.65682085557225e-06	8.68264877407117
Usp43	3.24465906878285	0.313828652090421	6.26070702836819	3.26575505469624e-08	4.79412842029408e-06	8.66553693837199
Thsd1	1.44420106054636	4.23490780440134	6.2537486500836	3.35840204840381e-08	4.88938929625467e-06	8.63916469008073
Smagp	2.06507557994632	4.33949523842285	6.24185722527836	3.52280067423871e-08	5.0866931702778e-06	8.58509014695669
Rasal1	2.60251049998095	1.91152257565069	6.22729901177608	3.73496577293991e-08	5.3491997606593e-06	8.55515348731571
Tbc1d30	1.50769712343106	3.11990598255628	6.22299832914481	3.80003197790607e-08	5.39849704216075e-06	8.53799942597323
Tie1	1.99425560338491	6.74535322854408	6.21440373724675	3.93344733345734e-08	5.54332865809477e-06	8.45502137937472
Cdk5r1	1.88113072396475	1.77348498085918	6.14360505414804	5.22455215301712e-08	7.30442148631346e-06	8.22788692829711
Adcy4	1.60275747681969	5.08910967596305	6.14149672774152	5.26884324733076e-08	7.30834194054951e-06	8.18791898896952
Tnc	-3.06000013362054	10.1751421187056	-6.13689612117625	5.36678714465325e-08	7.38604080782904e-06	8.15449169670146
Caskin2	1.91077296889671	5.14249814993119	6.12997106881273	5.51762799538992e-08	7.53477013696037e-06	8.14015904407814
Dok4	1.58655639298384	4.54789644760354	6.11303724951511	5.90440216227776e-08	8.00091911466808e-06	8.09238791081553
Zfp57	1.36396129735873	3.75158882964827	6.10411542517565	6.11886103577789e-08	8.18938665807171e-06	8.07618570916028
Gchfr	2.2941151694919	2.49615266995392	6.10339703190653	6.13646139228807e-08	8.18938665807171e-06	8.08089132546584
Nol4l	1.32288235796732	4.20356592163837	6.09735227943944	6.28655540883025e-08	8.25572991270118e-06	8.04130020963447
Hlx	2.20161689719797	4.26388578742123	6.09704365621918	6.29431547827495e-08	8.25572991270118e-06	8.02574733155293
Gm10638	2.34197361529581	0.19425634603484	6.09575704821812	6.32676849576895e-08	8.25572991270118e-06	8.02278622593486
Stap2	1.95294985646946	4.07738503928242	6.09161376835134	6.43240768185399e-08	8.33185983261323e-06	8.01082719040413
Snca	3.53433827012276	0.89099579240473	6.07660206629031	6.82999285714574e-08	8.78227402711529e-06	7.97993252456502
Itga2b	3.2985394846407	0.665682459570868	6.05942598958566	7.31482155367019e-08	9.33752873111986e-06	7.90645081296171
Fam102a	1.45712605193771	4.89608658537799	6.0482353606564	7.64887586250926e-08	9.69371202834267e-06	7.83501165284835
Aplnr	2.14312536224716	6.74793843668767	6.00397500187463	9.12468858686755e-08	1.14814652961613e-05	7.64326887731025
Sptlc1	0.985983749681209	5.70115700743479	5.95271232669012	1.11888894605156e-07	1.39414656166186e-05	7.45509206120291
Gab1	1.10693866082451	5.65259009129512	5.95160997705929	1.12380115665295e-07	1.39414656166186e-05	7.45456391531433
Prickle2	2.28298174159326	4.43850177885419	5.92306618051803	1.25869533928877e-07	1.55057182495881e-05	7.35531393955873
Tusc5	1.89826129320125	3.75700574733128	5.89461634786195	1.40905892206186e-07	1.72374874798901e-05	7.26798589332083
Fkbp5	1.98249359177712	6.12669207395261	5.88702851310383	1.45207760092495e-07	1.76412407019958e-05	7.19720198518377
Ak1	-1.62709193610223	7.35099771740615	-5.88436194699713	1.46750181723262e-07	1.77065150769656e-05	7.21121019756965
Ivns1abp	1.66456282901333	7.6346465964051	5.88008242326932	1.49259514653261e-07	1.78867728580398e-05	7.16784576472072
Gimap1	1.64314513466541	2.87109520728837	5.85005608301148	1.68099241294293e-07	2.00083529367585e-05	7.11875894167352
Alas2	3.58906332548957	3.89185712538874	5.84127031581569	1.74043441523279e-07	2.05768407105643e-05	7.04808266475743
Trpc6	2.03731644707127	2.91773417540203	5.83762288313328	1.76571790416227e-07	2.07365910664817e-05	7.07262327320109
Nlk	1.1001005118193	4.77170011258209	5.82669773056897	1.84364184030357e-07	2.15083408336343e-05	6.99816393772926
Ednrb	2.61583666261289	6.87446662075902	5.82436425254585	1.8607208100845e-07	2.15647748621373e-05	6.9574296757772
Mpp2	1.68892304129507	2.81842709119276	5.81991292062428	1.89373532676442e-07	2.18039487034523e-05	7.01257568612399
She	1.69211940264671	4.3905525652358	5.80910624817189	1.97631386847845e-07	2.26069773422833e-05	6.92624876167225
Shank3	2.03235419503822	5.03180947644983	5.80612901731501	1.99968275662445e-07	2.27267170585137e-05	6.89921057734711
Grap	1.46317311540529	4.74832962578633	5.78700240104472	2.15645910805595e-07	2.43513997740472e-05	6.83584595273225
Scarb1	1.72152177609579	6.55018028343571	5.75891248923742	2.40895617910836e-07	2.6997444952224e-05	6.70415942208586
Cldn5	2.19796061863913	4.93139573942334	5.75760101352985	2.4214329600655e-07	2.6997444952224e-05	6.71259500772738
Vtn	2.78923707309006	2.86423860822154	5.75225099077321	2.4729952706243e-07	2.73989211869922e-05	6.74044765602848
Rtn4rl1	1.38009383917946	2.90083699855345	5.74265044536186	2.56825625413981e-07	2.82765013580793e-05	6.72302961579304
Itga3	1.96141659845087	4.28551055115631	5.73694163193473	2.62661037939269e-07	2.87393592816035e-05	6.65123173141471
Cxx1a	1.71136923122602	5.87817270363781	5.71541253766137	2.85869401598868e-07	3.10856504849732e-05	6.5461160593881
Rbp7	2.67847939115677	3.70822653429587	5.70756009178842	2.9482883792242e-07	3.18632196861433e-05	6.5445122627265
Adora2a	1.59097472580136	2.82393920937251	5.69849234449428	3.05520186665607e-07	3.26527551500595e-05	6.55265030719754
Kcnt1	3.37313479539342	-1.85960975411607	5.69630191229548	3.08159682204166e-07	3.26527551500595e-05	6.41228090774261
Cd34	1.55390874905581	8.33752548596983	5.69585965317474	3.0869533429813e-07	3.26527551500595e-05	6.47062798316717
Wscd1	1.91577628587048	4.04433660361195	5.69515662752016	3.09548711969797e-07	3.26527551500595e-05	6.50523370850075
Arl15	1.26256015735684	4.78377233275094	5.67296129995609	3.37721532795116e-07	3.54125150102308e-05	6.41228083887172
Rab3a	1.56478916901991	2.51841359126939	5.67058886772316	3.40878640908274e-07	3.55320599895867e-05	6.45770585413596
A430105I19Rik	1.35344737648153	5.56876445596829	5.64619142196469	3.75083523935915e-07	3.88674785744416e-05	6.29318018237813
Card10	1.71310338449654	4.3226167015454	5.63733147733935	3.88325506696249e-07	4.00043399179013e-05	6.28138003906605
Cdh4	2.99031857702277	-0.617749016099885	5.63038801475172	3.99024557064417e-07	4.08675383560858e-05	6.26495231279537
Unc45b	1.84863341345386	3.36660532533482	5.62426926756458	4.08693518991187e-07	4.16158672286055e-05	6.2636812480874
Gle1	0.779067885758099	5.23231849405853	5.60326830477858	4.43670771330102e-07	4.49178408491441e-05	6.14729056891786
Jam3	1.295586832699	4.90391965970684	5.59497297102142	4.58286010522057e-07	4.61323792077518e-05	6.11851532232922
Ddo	2.74491888386113	-0.142005025221292	5.57787964330104	4.89915499102441e-07	4.90360876828898e-05	6.10260653046559
Gfod2	1.52123116175603	3.30563173425856	5.5693203559334	5.06552813389889e-07	5.04148833936513e-05	6.0658439967624
Ly6e	-1.8443878805128	9.24229007255731	-5.56454726731102	5.16071272656712e-07	5.10736603321384e-05	5.96569142151791
Sema3f	2.29939464916788	6.02073797316838	5.55633173631527	5.32869275908395e-07	5.24414813653759e-05	5.94196237985866
Slc4a1	3.33706796916375	-0.4539079163604	5.55226728082958	5.41377880082951e-07	5.29828485307848e-05	6.01666232765295
Fam171a1	1.289687549352	5.42163080727708	5.54709638750834	5.52396524186508e-07	5.3762525801489e-05	5.92383104508568
Tspan13	1.78611629450675	4.5976311657802	5.53156475964391	5.86839202360557e-07	5.68008757625471e-05	5.87338718523605
Cdc14a	1.47726680054869	3.42003641903154	5.52261395365641	6.07640833081173e-07	5.84929011779122e-05	5.8864482826063
Cmtm8	2.10906163138528	1.68475842761821	5.51729369632146	6.20347645579253e-07	5.93915441550224e-05	5.89405399098629
Id1	1.878077347808	5.51109596603279	5.50933425069927	6.39848235393288e-07	6.09273865658819e-05	5.77541097991559
Crybb3	2.68504966621722	0.296597637673949	5.49103873198003	6.86991112610307e-07	6.50647066652858e-05	5.80079895904756
Sox11	2.596670292318	2.22096881163124	5.48330110583999	7.0794379582385e-07	6.66905770440265e-05	5.75702072289633
Degs1	1.15837140200808	7.66049459559779	5.48056952007228	7.15489974655923e-07	6.7042932944355e-05	5.65386039996496
Adgrl4	1.8446054245033	6.67111037158643	5.4744798334126	7.32599499650571e-07	6.82829247928278e-05	5.63164107266091
Ldb2	1.82326942293441	5.1678337812097	5.45873237904107	7.78734105208469e-07	7.22009473544863e-05	5.58886854042496
Ano1	2.2732065044072	4.21326941805804	5.43239666520313	8.62362812896318e-07	7.95360382826259e-05	5.5230226009058
Dysf	1.67966947817025	6.38424771835345	5.41502903438371	9.22289036182819e-07	8.46200190697737e-05	5.41119873166945
Lef1	2.56804715993414	1.23301487611978	5.39544441803337	9.94790914459456e-07	9.07991541405066e-05	5.45322714024257
Oaz2	1.23540031225334	6.88496723371527	5.39066704088524	1.0133109414185e-06	9.20128120826201e-05	5.31908813987875
Taf9b	1.06117658852201	4.10779144974494	5.3858127213405	1.03247672740028e-06	9.32723591276072e-05	5.36957627043299
Apol9b	-3.16070875228194	3.50232332671923	-5.38433167473145	1.03839488599346e-06	9.33283893452078e-05	5.26589914833378
Bace2	1.44548121162851	4.11474472371621	5.37571155688327	1.07350869572613e-06	9.54996696794754e-05	5.32491274703074
Nfib	1.19893561126756	5.99250344282025	5.37530576514047	1.07519016249002e-06	9.54996696794754e-05	5.27249894508485
Epas1	1.88588084807127	7.47931435010148	5.37443269692379	1.07881665907218e-06	9.54996696794754e-05	5.26314741036738
Efnb2	2.18165266354577	5.92195652633238	5.35145989899534	1.17868524228022e-06	0.000103818596140042	5.17887399993112
Ak4	-4.09526909687931	3.09471055789606	-5.34773427566377	1.19571676860994e-06	0.000104794759183247	5.07398753190211
Dmtn	1.26142634534793	2.31748017242524	5.34063000689824	1.22886720946825e-06	0.000107166954267291	5.25058066041534
Postn	-1.88491576653742	10.970407498538	-5.33433017645236	1.2590190612612e-06	0.000109255565434371	5.11531942745379
Epn2	1.18263896153169	5.37001755093018	5.32851621011417	1.28749045746661e-06	0.000111178587738882	5.11205052490825
Serpini1	2.4416113553978	2.19487744235292	5.32078408264128	1.32633821037959e-06	0.00011397450689779	5.16543368719228
Slc23a4	2.88761290461122	-0.380447718280062	5.31809165416741	1.34013425422574e-06	0.000114133449715802	5.13214374205322
Pecam1	1.39533672192365	8.61530221475497	5.31789531880072	1.34114578174222e-06	0.000114133449715802	5.05921240350174
Fhod1	1.25697330910977	5.46540250028577	5.29343029103393	1.47324596721183e-06	0.000124772600761556	4.97832581724429
Zbtb46	1.27398667226531	4.12767969590467	5.28619826557064	1.51468883471757e-06	0.000127668701016195	4.99805738496081
Emid1	2.28563874212626	3.31610575828442	5.26972808934932	1.61339458488874e-06	0.000135340757178096	4.95262432582395
Slc6a3	3.02562016385872	-1.29486704976824	5.25895560430599	1.68134563173539e-06	0.000140372439093131	4.90798266274122
Ets2	1.56603715493105	6.72266764055137	5.25212432210388	1.72588523977216e-06	0.000143411294263332	4.80686421292213
Mrvi1	1.71877821575673	3.99788820801939	5.24225680433842	1.79227447554914e-06	0.000148228672118656	4.84160561012121
Sox13	1.34724155928742	4.19931814936276	5.23291876139704	1.85740903020779e-06	0.00015289774521561	4.80110088215601
Sult1a1	2.15603599588947	4.5992411319066	5.23002671403096	1.87804917521612e-06	0.00015342664005885	4.75991181808083
Olfr78	2.37093311726057	3.61110797344904	5.22958059226239	1.88125307974067e-06	0.00015342664005885	4.79251853504266
Podxl	1.99962315694664	7.00272770537644	5.22714660536072	1.89882798614794e-06	0.000154146330893927	4.71797788083438
Mmp15	1.92905532742064	4.41508381401074	5.22247368772281	1.93302259599175e-06	0.000156202413077939	4.74199408749593
Grik3	2.26517259001494	1.53234993433879	5.20415002067662	2.07304149361413e-06	0.000166752050006879	4.75864532051633
Cd44	-1.54660922362144	8.1428289170763	-5.19645137842509	2.13479894748306e-06	0.000170939173903916	4.61140984340174
Csf1	-1.45709258817964	7.47015625653028	-5.19506554720204	2.14610618686146e-06	0.000171066998134622	4.63117171430353
Armcx6	1.34015435990117	3.31131990984202	5.19344179990434	2.15942945931025e-06	0.000171353645744186	4.68333554440169
Tbx2	2.35218005621937	3.834225316828	5.18691899179264	2.21377408601715e-06	0.000174878225557301	4.64275352378454
2700081O15Rik	1.41495527476575	5.15401015675444	5.1817775905831	2.25755387790162e-06	0.00017754048711212	4.58084103059756
Pitpnm2	1.717669058474	4.4135010769904	5.18047949806722	2.26874104790548e-06	0.00017762729911068	4.59643523792578
Lpar6	1.07117040093927	5.85904646651981	5.17702092442317	2.29881395674948e-06	0.000179185427708402	4.54081225642041
Limch1	2.15181742852391	4.01549188232689	5.17159493476285	2.34678418979178e-06	0.000181455985636817	4.57581336068886
Thbs2	-2.19764613214983	9.90402849406066	-5.17139786996396	2.34854477322855e-06	0.000181455985636817	4.50776632443
Inpp5a	0.954986364889619	5.6455849462047	5.15927280727704	2.45940123800519e-06	0.000189191319688644	4.48861730407001
Loxl2	-1.66603484201616	8.93445936766851	-5.15519407829895	2.49783414548198e-06	0.000191312375247002	4.45112578046334
Col5a2	-1.37303777987791	11.3621628403909	-5.15242358781576	2.52427537551598e-06	0.000192500584480907	4.45414952909769
Dapk2	1.64221839640001	2.93293645893536	5.1486079894992	2.56114116073713e-06	0.000194470097791144	4.52854484291218
Bik	1.97889748211366	1.9731178036697	5.14737301985349	2.57318606767289e-06	0.000194546119176505	4.55086698426748
Pcdh17	2.26185810128406	3.1131630135393	5.14503214672345	2.59616981925358e-06	0.000194837384109029	4.50419838115749
Slc16a12	1.94275180903354	2.87827437752833	5.14472919528466	2.59915901825738e-06	0.000194837384109029	4.51904541756603
Lsp1	-1.71688575444623	8.84098460892754	-5.1366996740794	2.67962838927744e-06	0.000200018363158947	4.38476553056915
Icam2	1.31040802151615	5.09318066521013	5.11765877533882	2.88034941992948e-06	0.000214093820175012	4.33952766767694
Chn1	1.56284869321152	3.10035309813979	5.10834941016616	2.98378207614682e-06	0.000220850021232783	4.39133573450243
Ppm1f	1.12927420358878	6.24374559341457	5.09965954843263	3.08361465932297e-06	0.00022637827954249	4.25334069669429
Scg2	3.92464463104116	0.283774557547707	5.09961175000804	3.08417274581049e-06	0.00022637827954249	4.4002450940409
C1rb	2.08837398471032	4.6302633320286	5.09531114492247	3.13479342846471e-06	0.000229139091434997	4.25995909456208
Pald1	1.26212449063402	6.109654501308	5.08354333975388	3.27750953099502e-06	0.000238292056528053	4.19701859044497
Ypel2	1.05304544695624	4.51343328412276	5.08277333377975	3.28706685605796e-06	0.000238292056528053	4.25105271756932
Myo18a	1.17836108733252	6.09933099743893	5.06055885569182	3.57487038303111e-06	0.000257412826716174	4.11257515234544
Rnf185	0.748221511521193	5.42705693886161	5.06017541232656	3.58004896375243e-06	0.000257412826716174	4.14026695131105
Epha2	1.74295143277041	3.91970379791351	5.04512152794188	3.78927439027824e-06	0.000271349014874559	4.12476524088541
Exoc3l	2.68573346966688	2.96170883157687	5.04107989879232	3.8474579642219e-06	0.00027440007893819	4.11634300179115
Bcl6b	1.54491804424378	5.20239015219822	5.02805656929068	4.04096235544596e-06	0.000286664478440557	4.01105152066546
Insl3	2.27947881795215	2.37146117086002	5.02733439829804	4.05196725316182e-06	0.000286664478440557	4.09742988252966
Rab13	1.3441167720552	5.19795170684065	5.01494562904458	4.24539281479313e-06	0.000299147359301583	3.97310095865329
Chst15	1.3686830568964	5.82101464526925	5.00820737172506	4.3543657666578e-06	0.000305603614922087	3.92769010966293
Nckipsd	1.34290602639468	4.50341132105494	5.00298849349186	4.44064555957885e-06	0.000310422270545798	3.95350507532906
Vegfa	-4.25548009677994	5.73899861189711	-4.98974827521249	4.66711980089037e-06	0.000324761649436181	3.99322099374435
Mcc	1.60650299906828	2.82899322000823	4.98886387714049	4.68264412788317e-06	0.000324761649436181	3.96155781892853
Jag2	1.6569987103152	4.15423513938633	4.98688690082504	4.7175301984301e-06	0.000325898086178606	3.90105835672367
Myo6	1.39878737147	4.80628278342585	4.97636313490681	4.9075617739883e-06	0.00033770159457257	3.84962646191609
Lnx2	1.10325075926188	4.22964011750654	4.96045324332518	5.20916582144931e-06	0.000356803807527245	3.82378547102346
Snrk	1.33236026504544	6.64088302691686	4.95960892778112	5.22566884321238e-06	0.000356803807527245	3.7427824599187
Ppp1r13b	0.925879766547507	5.2138825288138	4.95441928979155	5.3282356749641e-06	0.000362402315251612	3.75887614367206
